Sample	cat16-23.trees	cat16-23.sequence04_sequence10	cat16-23.sequence05_sequence02_sequence09_sequence08	cat16-23.sequence04_sequence03	cat16-23.sequence01_sequence04_sequence14_sequence07_sequence11_sequence12_sequence13_sequence16_sequence02_sequence03_sequence10_sequence06_sequence08_sequence15	cat16-23.sequence03_sequence10	
2988	28.0	1.0	1.0	0.0	0.0	0.0	
2989	28.0	1.0	1.0	0.0	0.0	0.0	
2990	28.0	1.0	1.0	0.0	0.0	0.0	
2991	28.0	1.0	1.0	0.0	0.0	0.0	
2992	28.0	1.0	1.0	0.0	0.0	0.0	
2993	28.0	1.0	1.0	0.0	0.0	0.0	
2994	28.0	1.0	1.0	0.0	0.0	0.0	
2995	28.0	1.0	1.0	0.0	0.0	0.0	
2996	26.0	0.0	1.0	1.0	0.0	0.0	
2997	28.0	1.0	1.0	0.0	0.0	0.0	
2998	28.0	1.0	1.0	0.0	0.0	0.0	
2999	28.0	1.0	1.0	0.0	0.0	0.0	
3000	28.0	1.0	1.0	0.0	0.0	0.0	
3001	28.0	1.0	1.0	0.0	0.0	0.0	
3002	28.0	1.0	1.0	0.0	0.0	0.0	
3003	28.0	1.0	0.0	0.0	1.0	0.0	
3004	28.0	1.0	1.0	0.0	0.0	0.0	
3005	26.0	0.0	1.0	0.0	0.0	1.0	
3006	28.0	1.0	1.0	0.0	0.0	0.0	
3007	28.0	1.0	1.0	0.0	0.0	0.0	
3008	28.0	1.0	1.0	0.0	0.0	0.0	
3009	28.0	1.0	1.0	0.0	0.0	0.0	
3010	28.0	1.0	1.0	0.0	0.0	0.0	
3011	28.0	1.0	1.0	0.0	0.0	0.0	
3012	28.0	1.0	1.0	0.0	0.0	0.0	
3013	26.0	0.0	1.0	1.0	0.0	0.0	
3014	28.0	1.0	1.0	0.0	0.0	0.0	
3015	28.0	1.0	1.0	0.0	0.0	0.0	
3016	28.0	1.0	1.0	0.0	0.0	0.0	
3017	28.0	1.0	1.0	0.0	0.0	0.0	
3018	28.0	1.0	1.0	0.0	0.0	0.0	
3019	28.0	1.0	1.0	0.0	0.0	0.0	
3020	28.0	1.0	1.0	0.0	0.0	0.0	
3021	28.0	1.0	1.0	0.0	0.0	0.0	
3022	28.0	1.0	1.0	0.0	0.0	0.0	
3023	28.0	1.0	1.0	0.0	0.0	0.0	
3024	28.0	1.0	1.0	0.0	0.0	0.0	
3025	28.0	1.0	1.0	0.0	0.0	0.0	
3026	28.0	1.0	1.0	0.0	0.0	0.0	
3027	28.0	1.0	1.0	0.0	0.0	0.0	
3028	28.0	1.0	1.0	0.0	0.0	0.0	
3029	28.0	1.0	1.0	0.0	0.0	0.0	
3030	28.0	1.0	1.0	0.0	0.0	0.0	
3031	28.0	1.0	1.0	0.0	0.0	0.0	
3032	28.0	1.0	1.0	0.0	0.0	0.0	
3033	26.0	0.0	1.0	1.0	0.0	0.0	
3034	28.0	1.0	1.0	0.0	0.0	0.0	
3035	28.0	1.0	1.0	0.0	0.0	0.0	
3036	28.0	1.0	1.0	0.0	0.0	0.0	
3037	26.0	0.0	1.0	1.0	0.0	0.0	
3038	28.0	1.0	1.0	0.0	0.0	0.0	
3039	28.0	1.0	1.0	0.0	0.0	0.0	
3040	28.0	1.0	1.0	0.0	0.0	0.0	
3041	28.0	1.0	1.0	0.0	0.0	0.0	
3042	28.0	1.0	1.0	0.0	0.0	0.0	
3043	28.0	1.0	1.0	0.0	0.0	0.0	
3044	28.0	1.0	1.0	0.0	0.0	0.0	
3045	28.0	1.0	1.0	0.0	0.0	0.0	
3046	28.0	1.0	1.0	0.0	0.0	0.0	
3047	28.0	1.0	1.0	0.0	0.0	0.0	
3048	28.0	1.0	1.0	0.0	0.0	0.0	
3049	28.0	1.0	1.0	0.0	0.0	0.0	
3050	28.0	1.0	1.0	0.0	0.0	0.0	
3051	28.0	1.0	1.0	0.0	0.0	0.0	
3052	28.0	1.0	1.0	0.0	0.0	0.0	
3053	28.0	1.0	1.0	0.0	0.0	0.0	
3054	28.0	1.0	1.0	0.0	0.0	0.0	
3055	28.0	1.0	1.0	0.0	0.0	0.0	
3056	28.0	1.0	1.0	0.0	0.0	0.0	
3057	28.0	1.0	1.0	0.0	0.0	0.0	
3058	28.0	1.0	1.0	0.0	0.0	0.0	
3059	28.0	1.0	1.0	0.0	0.0	0.0	
3060	28.0	1.0	1.0	0.0	0.0	0.0	
3061	28.0	1.0	1.0	0.0	0.0	0.0	
3062	28.0	1.0	1.0	0.0	0.0	0.0	
3063	28.0	1.0	1.0	0.0	0.0	0.0	
3064	28.0	1.0	1.0	0.0	0.0	0.0	
3065	28.0	1.0	1.0	0.0	0.0	0.0	
3066	28.0	1.0	1.0	0.0	0.0	0.0	
3067	28.0	1.0	1.0	0.0	0.0	0.0	
3068	28.0	1.0	1.0	0.0	0.0	0.0	
3069	28.0	1.0	1.0	0.0	0.0	0.0	
3070	28.0	1.0	1.0	0.0	0.0	0.0	
3071	28.0	1.0	1.0	0.0	0.0	0.0	
3072	28.0	1.0	1.0	0.0	0.0	0.0	
3073	28.0	1.0	1.0	0.0	0.0	0.0	
3074	28.0	1.0	1.0	0.0	0.0	0.0	
3075	28.0	1.0	1.0	0.0	0.0	0.0	
3076	28.0	1.0	1.0	0.0	0.0	0.0	
3077	28.0	1.0	1.0	0.0	0.0	0.0	
3078	28.0	1.0	1.0	0.0	0.0	0.0	
3079	28.0	1.0	1.0	0.0	0.0	0.0	
3080	28.0	1.0	1.0	0.0	0.0	0.0	
3081	28.0	1.0	1.0	0.0	0.0	0.0	
3082	28.0	1.0	1.0	0.0	0.0	0.0	
3083	28.0	1.0	1.0	0.0	0.0	0.0	
3084	28.0	1.0	1.0	0.0	0.0	0.0	
3085	28.0	1.0	1.0	0.0	0.0	0.0	
3086	28.0	1.0	1.0	0.0	0.0	0.0	
3087	30.0	1.0	0.0	0.0	0.0	0.0	
3088	28.0	1.0	1.0	0.0	0.0	0.0	
3089	28.0	1.0	1.0	0.0	0.0	0.0	
3090	28.0	1.0	1.0	0.0	0.0	0.0	
3091	28.0	1.0	1.0	0.0	0.0	0.0	
3092	26.0	0.0	1.0	1.0	0.0	0.0	
3093	28.0	1.0	1.0	0.0	0.0	0.0	
3094	28.0	1.0	1.0	0.0	0.0	0.0	
3095	28.0	1.0	1.0	0.0	0.0	0.0	
3096	28.0	1.0	1.0	0.0	0.0	0.0	
3097	28.0	1.0	1.0	0.0	0.0	0.0	
3098	28.0	1.0	1.0	0.0	0.0	0.0	
3099	28.0	1.0	1.0	0.0	0.0	0.0	
3100	28.0	1.0	1.0	0.0	0.0	0.0	
3101	28.0	1.0	1.0	0.0	0.0	0.0	
3102	28.0	1.0	1.0	0.0	0.0	0.0	
3103	28.0	1.0	1.0	0.0	0.0	0.0	
3104	28.0	1.0	1.0	0.0	0.0	0.0	
3105	28.0	1.0	1.0	0.0	0.0	0.0	
3106	28.0	1.0	1.0	0.0	0.0	0.0	
3107	28.0	1.0	1.0	0.0	0.0	0.0	
3108	28.0	1.0	1.0	0.0	0.0	0.0	
3109	28.0	1.0	1.0	0.0	0.0	0.0	
3110	28.0	1.0	1.0	0.0	0.0	0.0	
3111	28.0	1.0	1.0	0.0	0.0	0.0	
3112	28.0	1.0	1.0	0.0	0.0	0.0	
3113	28.0	1.0	1.0	0.0	0.0	0.0	
3114	28.0	1.0	1.0	0.0	0.0	0.0	
3115	28.0	1.0	1.0	0.0	0.0	0.0	
3116	28.0	1.0	1.0	0.0	0.0	0.0	
3117	28.0	1.0	1.0	0.0	0.0	0.0	
3118	28.0	1.0	1.0	0.0	0.0	0.0	
3119	28.0	1.0	1.0	0.0	0.0	0.0	
3120	28.0	1.0	1.0	0.0	0.0	0.0	
3121	28.0	1.0	1.0	0.0	0.0	0.0	
3122	28.0	1.0	1.0	0.0	0.0	0.0	
3123	28.0	1.0	1.0	0.0	0.0	0.0	
3124	28.0	1.0	1.0	0.0	0.0	0.0	
3125	28.0	1.0	1.0	0.0	0.0	0.0	
3126	28.0	1.0	1.0	0.0	0.0	0.0	
3127	28.0	1.0	1.0	0.0	0.0	0.0	
3128	28.0	1.0	1.0	0.0	0.0	0.0	
3129	28.0	1.0	1.0	0.0	0.0	0.0	
3130	28.0	1.0	1.0	0.0	0.0	0.0	
3131	28.0	1.0	1.0	0.0	0.0	0.0	
3132	28.0	1.0	1.0	0.0	0.0	0.0	
3133	28.0	1.0	1.0	0.0	0.0	0.0	
3134	28.0	1.0	1.0	0.0	0.0	0.0	
3135	28.0	1.0	1.0	0.0	0.0	0.0	
3136	28.0	1.0	1.0	0.0	0.0	0.0	
3137	26.0	0.0	1.0	1.0	0.0	0.0	
3138	28.0	1.0	1.0	0.0	0.0	0.0	
3139	26.0	0.0	1.0	1.0	0.0	0.0	
3140	26.0	0.0	1.0	0.0	0.0	1.0	
3141	26.0	0.0	1.0	1.0	0.0	0.0	
3142	28.0	1.0	1.0	0.0	0.0	0.0	
3143	28.0	1.0	1.0	0.0	0.0	0.0	
3144	28.0	1.0	1.0	0.0	0.0	0.0	
3145	28.0	1.0	1.0	0.0	0.0	0.0	
3146	28.0	1.0	1.0	0.0	0.0	0.0	
3147	28.0	1.0	1.0	0.0	0.0	0.0	
3148	28.0	1.0	1.0	0.0	0.0	0.0	
3149	28.0	1.0	1.0	0.0	0.0	0.0	
3150	28.0	1.0	1.0	0.0	0.0	0.0	
3151	28.0	1.0	1.0	0.0	0.0	0.0	
3152	28.0	1.0	1.0	0.0	0.0	0.0	
3153	28.0	1.0	1.0	0.0	0.0	0.0	
3154	28.0	1.0	0.0	0.0	1.0	0.0	
3155	28.0	1.0	1.0	0.0	0.0	0.0	
3156	28.0	1.0	1.0	0.0	0.0	0.0	
3157	28.0	1.0	1.0	0.0	0.0	0.0	
3158	28.0	1.0	1.0	0.0	0.0	0.0	
3159	28.0	1.0	1.0	0.0	0.0	0.0	
3160	28.0	1.0	1.0	0.0	0.0	0.0	
3161	28.0	1.0	1.0	0.0	0.0	0.0	
3162	28.0	1.0	1.0	0.0	0.0	0.0	
3163	28.0	1.0	1.0	0.0	0.0	0.0	
3164	28.0	1.0	0.0	0.0	1.0	0.0	
3165	26.0	0.0	0.0	1.0	1.0	0.0	
3166	28.0	1.0	1.0	0.0	0.0	0.0	
3167	30.0	1.0	0.0	0.0	0.0	0.0	
3168	28.0	1.0	1.0	0.0	0.0	0.0	
3169	28.0	1.0	1.0	0.0	0.0	0.0	
3170	28.0	1.0	1.0	0.0	0.0	0.0	
3171	28.0	1.0	1.0	0.0	0.0	0.0	
3172	28.0	1.0	1.0	0.0	0.0	0.0	
3173	28.0	1.0	1.0	0.0	0.0	0.0	
3174	28.0	1.0	1.0	0.0	0.0	0.0	
3175	28.0	1.0	1.0	0.0	0.0	0.0	
3176	28.0	1.0	1.0	0.0	0.0	0.0	
3177	28.0	1.0	1.0	0.0	0.0	0.0	
3178	28.0	1.0	1.0	0.0	0.0	0.0	
3179	26.0	0.0	1.0	1.0	0.0	0.0	
3180	26.0	0.0	1.0	0.0	0.0	1.0	
3181	28.0	1.0	1.0	0.0	0.0	0.0	
3182	28.0	1.0	1.0	0.0	0.0	0.0	
3183	28.0	1.0	1.0	0.0	0.0	0.0	
3184	28.0	1.0	1.0	0.0	0.0	0.0	
3185	28.0	1.0	1.0	0.0	0.0	0.0	
3186	28.0	1.0	1.0	0.0	0.0	0.0	
3187	28.0	1.0	1.0	0.0	0.0	0.0	
3188	28.0	1.0	1.0	0.0	0.0	0.0	
3189	26.0	0.0	1.0	1.0	0.0	0.0	
3190	28.0	1.0	1.0	0.0	0.0	0.0	
3191	30.0	1.0	0.0	0.0	0.0	0.0	
3192	28.0	1.0	1.0	0.0	0.0	0.0	
3193	28.0	1.0	1.0	0.0	0.0	0.0	
3194	28.0	1.0	1.0	0.0	0.0	0.0	
3195	28.0	1.0	1.0	0.0	0.0	0.0	
3196	28.0	1.0	1.0	0.0	0.0	0.0	
3197	28.0	1.0	1.0	0.0	0.0	0.0	
3198	28.0	1.0	1.0	0.0	0.0	0.0	
3199	28.0	1.0	1.0	0.0	0.0	0.0	
3200	28.0	1.0	1.0	0.0	0.0	0.0	
3201	28.0	1.0	1.0	0.0	0.0	0.0	
3202	28.0	1.0	1.0	0.0	0.0	0.0	
3203	28.0	1.0	0.0	0.0	1.0	0.0	
3204	30.0	1.0	0.0	0.0	0.0	0.0	
3205	28.0	1.0	1.0	0.0	0.0	0.0	
3206	28.0	1.0	1.0	0.0	0.0	0.0	
3207	28.0	1.0	1.0	0.0	0.0	0.0	
3208	28.0	1.0	1.0	0.0	0.0	0.0	
3209	28.0	1.0	1.0	0.0	0.0	0.0	
3210	28.0	1.0	1.0	0.0	0.0	0.0	
3211	26.0	0.0	1.0	0.0	0.0	1.0	
3212	28.0	1.0	1.0	0.0	0.0	0.0	
3213	28.0	1.0	1.0	0.0	0.0	0.0	
3214	28.0	1.0	1.0	0.0	0.0	0.0	
3215	26.0	0.0	1.0	1.0	0.0	0.0	
3216	28.0	1.0	1.0	0.0	0.0	0.0	
3217	28.0	1.0	1.0	0.0	0.0	0.0	
3218	28.0	1.0	1.0	0.0	0.0	0.0	
3219	28.0	1.0	1.0	0.0	0.0	0.0	
3220	28.0	1.0	1.0	0.0	0.0	0.0	
3221	28.0	1.0	1.0	0.0	0.0	0.0	
3222	26.0	0.0	1.0	1.0	0.0	0.0	
3223	28.0	1.0	1.0	0.0	0.0	0.0	
3224	28.0	1.0	1.0	0.0	0.0	0.0	
3225	28.0	1.0	1.0	0.0	0.0	0.0	
3226	28.0	1.0	1.0	0.0	0.0	0.0	
3227	28.0	1.0	1.0	0.0	0.0	0.0	
3228	28.0	1.0	1.0	0.0	0.0	0.0	
3229	28.0	1.0	1.0	0.0	0.0	0.0	
3230	28.0	1.0	1.0	0.0	0.0	0.0	
3231	28.0	1.0	1.0	0.0	0.0	0.0	
3232	28.0	1.0	1.0	0.0	0.0	0.0	
3233	28.0	1.0	1.0	0.0	0.0	0.0	
3234	28.0	1.0	1.0	0.0	0.0	0.0	
3235	28.0	1.0	1.0	0.0	0.0	0.0	
3236	26.0	0.0	1.0	1.0	0.0	0.0	
3237	28.0	1.0	1.0	0.0	0.0	0.0	
3238	28.0	1.0	1.0	0.0	0.0	0.0	
3239	28.0	1.0	1.0	0.0	0.0	0.0	
3240	28.0	1.0	1.0	0.0	0.0	0.0	
3241	28.0	1.0	1.0	0.0	0.0	0.0	
3242	26.0	0.0	1.0	0.0	0.0	1.0	
3243	28.0	1.0	1.0	0.0	0.0	0.0	
3244	28.0	1.0	1.0	0.0	0.0	0.0	
3245	28.0	1.0	1.0	0.0	0.0	0.0	
3246	28.0	1.0	1.0	0.0	0.0	0.0	
3247	28.0	1.0	1.0	0.0	0.0	0.0	
3248	28.0	1.0	1.0	0.0	0.0	0.0	
3249	28.0	1.0	1.0	0.0	0.0	0.0	
3250	28.0	1.0	1.0	0.0	0.0	0.0	
3251	28.0	1.0	1.0	0.0	0.0	0.0	
3252	28.0	1.0	1.0	0.0	0.0	0.0	
3253	28.0	1.0	1.0	0.0	0.0	0.0	
3254	28.0	1.0	1.0	0.0	0.0	0.0	
3255	28.0	1.0	1.0	0.0	0.0	0.0	
3256	28.0	1.0	1.0	0.0	0.0	0.0	
3257	28.0	1.0	1.0	0.0	0.0	0.0	
3258	28.0	1.0	1.0	0.0	0.0	0.0	
3259	28.0	1.0	1.0	0.0	0.0	0.0	
3260	28.0	1.0	1.0	0.0	0.0	0.0	
3261	28.0	1.0	1.0	0.0	0.0	0.0	
3262	28.0	1.0	1.0	0.0	0.0	0.0	
3263	28.0	1.0	1.0	0.0	0.0	0.0	
3264	28.0	1.0	1.0	0.0	0.0	0.0	
3265	28.0	1.0	1.0	0.0	0.0	0.0	
3266	26.0	0.0	1.0	0.0	0.0	1.0	
3267	28.0	1.0	1.0	0.0	0.0	0.0	
3268	28.0	1.0	1.0	0.0	0.0	0.0	
3269	28.0	1.0	1.0	0.0	0.0	0.0	
3270	28.0	1.0	1.0	0.0	0.0	0.0	
3271	28.0	1.0	1.0	0.0	0.0	0.0	
3272	28.0	1.0	1.0	0.0	0.0	0.0	
3273	28.0	1.0	1.0	0.0	0.0	0.0	
3274	28.0	1.0	1.0	0.0	0.0	0.0	
3275	28.0	1.0	1.0	0.0	0.0	0.0	
3276	26.0	0.0	1.0	1.0	0.0	0.0	
3277	28.0	1.0	1.0	0.0	0.0	0.0	
3278	26.0	0.0	1.0	0.0	0.0	1.0	
3279	28.0	1.0	1.0	0.0	0.0	0.0	
3280	28.0	1.0	1.0	0.0	0.0	0.0	
3281	28.0	1.0	1.0	0.0	0.0	0.0	
3282	28.0	1.0	1.0	0.0	0.0	0.0	
3283	28.0	1.0	1.0	0.0	0.0	0.0	
3284	26.0	0.0	1.0	1.0	0.0	0.0	
3285	28.0	1.0	1.0	0.0	0.0	0.0	
3286	28.0	1.0	1.0	0.0	0.0	0.0	
3287	28.0	1.0	1.0	0.0	0.0	0.0	
3288	28.0	1.0	1.0	0.0	0.0	0.0	
3289	28.0	1.0	1.0	0.0	0.0	0.0	
3290	28.0	1.0	1.0	0.0	0.0	0.0	
3291	28.0	1.0	1.0	0.0	0.0	0.0	
3292	28.0	1.0	1.0	0.0	0.0	0.0	
3293	28.0	1.0	1.0	0.0	0.0	0.0	
3294	28.0	1.0	1.0	0.0	0.0	0.0	
3295	28.0	1.0	1.0	0.0	0.0	0.0	
3296	28.0	1.0	1.0	0.0	0.0	0.0	
3297	28.0	1.0	1.0	0.0	0.0	0.0	
3298	28.0	1.0	1.0	0.0	0.0	0.0	
3299	28.0	1.0	1.0	0.0	0.0	0.0	
3300	28.0	1.0	1.0	0.0	0.0	0.0	
3301	28.0	1.0	1.0	0.0	0.0	0.0	
3302	28.0	1.0	1.0	0.0	0.0	0.0	
3303	28.0	1.0	1.0	0.0	0.0	0.0	
3304	28.0	1.0	1.0	0.0	0.0	0.0	
3305	28.0	1.0	1.0	0.0	0.0	0.0	
3306	28.0	1.0	1.0	0.0	0.0	0.0	
3307	28.0	1.0	1.0	0.0	0.0	0.0	
3308	28.0	1.0	0.0	0.0	1.0	0.0	
3309	28.0	1.0	1.0	0.0	0.0	0.0	
3310	28.0	1.0	1.0	0.0	0.0	0.0	
3311	28.0	1.0	1.0	0.0	0.0	0.0	
3312	28.0	1.0	1.0	0.0	0.0	0.0	
3313	28.0	1.0	1.0	0.0	0.0	0.0	
3314	28.0	1.0	1.0	0.0	0.0	0.0	
3315	28.0	1.0	1.0	0.0	0.0	0.0	
3316	28.0	1.0	1.0	0.0	0.0	0.0	
3317	28.0	1.0	1.0	0.0	0.0	0.0	
3318	28.0	1.0	1.0	0.0	0.0	0.0	
3319	28.0	1.0	1.0	0.0	0.0	0.0	
3320	28.0	1.0	1.0	0.0	0.0	0.0	
3321	28.0	1.0	1.0	0.0	0.0	0.0	
3322	28.0	1.0	1.0	0.0	0.0	0.0	
3323	26.0	0.0	1.0	1.0	0.0	0.0	
3324	28.0	1.0	1.0	0.0	0.0	0.0	
3325	28.0	1.0	1.0	0.0	0.0	0.0	
3326	28.0	1.0	1.0	0.0	0.0	0.0	
3327	28.0	1.0	1.0	0.0	0.0	0.0	
3328	28.0	1.0	1.0	0.0	0.0	0.0	
3329	28.0	1.0	1.0	0.0	0.0	0.0	
3330	28.0	1.0	1.0	0.0	0.0	0.0	
3331	28.0	1.0	1.0	0.0	0.0	0.0	
3332	28.0	1.0	1.0	0.0	0.0	0.0	
3333	28.0	1.0	1.0	0.0	0.0	0.0	
3334	28.0	1.0	1.0	0.0	0.0	0.0	
3335	28.0	1.0	1.0	0.0	0.0	0.0	
3336	28.0	1.0	1.0	0.0	0.0	0.0	
3337	28.0	1.0	1.0	0.0	0.0	0.0	
3338	28.0	1.0	1.0	0.0	0.0	0.0	
3339	28.0	1.0	1.0	0.0	0.0	0.0	
3340	28.0	1.0	1.0	0.0	0.0	0.0	
3341	28.0	1.0	1.0	0.0	0.0	0.0	
3342	28.0	1.0	1.0	0.0	0.0	0.0	
3343	28.0	1.0	1.0	0.0	0.0	0.0	
3344	28.0	1.0	1.0	0.0	0.0	0.0	
3345	28.0	1.0	1.0	0.0	0.0	0.0	
3346	28.0	1.0	1.0	0.0	0.0	0.0	
3347	28.0	1.0	1.0	0.0	0.0	0.0	
3348	28.0	1.0	1.0	0.0	0.0	0.0	
3349	28.0	1.0	1.0	0.0	0.0	0.0	
3350	28.0	1.0	1.0	0.0	0.0	0.0	
3351	28.0	1.0	1.0	0.0	0.0	0.0	
3352	28.0	1.0	1.0	0.0	0.0	0.0	
3353	28.0	1.0	1.0	0.0	0.0	0.0	
3354	28.0	1.0	1.0	0.0	0.0	0.0	
3355	28.0	1.0	1.0	0.0	0.0	0.0	
3356	26.0	0.0	1.0	0.0	0.0	1.0	
3357	28.0	1.0	1.0	0.0	0.0	0.0	
3358	28.0	1.0	1.0	0.0	0.0	0.0	
3359	26.0	0.0	1.0	1.0	0.0	0.0	
3360	28.0	1.0	1.0	0.0	0.0	0.0	
3361	28.0	1.0	1.0	0.0	0.0	0.0	
3362	28.0	1.0	1.0	0.0	0.0	0.0	
3363	28.0	1.0	1.0	0.0	0.0	0.0	
3364	28.0	1.0	1.0	0.0	0.0	0.0	
3365	28.0	1.0	1.0	0.0	0.0	0.0	
3366	28.0	1.0	1.0	0.0	0.0	0.0	
3367	28.0	1.0	1.0	0.0	0.0	0.0	
3368	28.0	1.0	1.0	0.0	0.0	0.0	
3369	28.0	1.0	1.0	0.0	0.0	0.0	
3370	28.0	1.0	1.0	0.0	0.0	0.0	
3371	28.0	1.0	1.0	0.0	0.0	0.0	
3372	28.0	1.0	1.0	0.0	0.0	0.0	
3373	28.0	1.0	1.0	0.0	0.0	0.0	
3374	28.0	1.0	1.0	0.0	0.0	0.0	
3375	28.0	1.0	1.0	0.0	0.0	0.0	
3376	28.0	1.0	1.0	0.0	0.0	0.0	
3377	28.0	1.0	1.0	0.0	0.0	0.0	
3378	28.0	1.0	1.0	0.0	0.0	0.0	
3379	28.0	1.0	1.0	0.0	0.0	0.0	
3380	28.0	1.0	1.0	0.0	0.0	0.0	
3381	28.0	1.0	1.0	0.0	0.0	0.0	
3382	28.0	1.0	1.0	0.0	0.0	0.0	
3383	28.0	1.0	1.0	0.0	0.0	0.0	
3384	28.0	1.0	1.0	0.0	0.0	0.0	
3385	28.0	1.0	1.0	0.0	0.0	0.0	
3386	28.0	1.0	1.0	0.0	0.0	0.0	
3387	28.0	1.0	1.0	0.0	0.0	0.0	
3388	28.0	1.0	1.0	0.0	0.0	0.0	
3389	28.0	1.0	1.0	0.0	0.0	0.0	
3390	28.0	1.0	1.0	0.0	0.0	0.0	
3391	28.0	1.0	1.0	0.0	0.0	0.0	
3392	28.0	1.0	1.0	0.0	0.0	0.0	
3393	28.0	1.0	1.0	0.0	0.0	0.0	
3394	28.0	1.0	1.0	0.0	0.0	0.0	
3395	28.0	1.0	1.0	0.0	0.0	0.0	
3396	28.0	1.0	1.0	0.0	0.0	0.0	
3397	28.0	1.0	1.0	0.0	0.0	0.0	
3398	28.0	1.0	1.0	0.0	0.0	0.0	
3399	28.0	1.0	1.0	0.0	0.0	0.0	
3400	28.0	1.0	1.0	0.0	0.0	0.0	
3401	28.0	1.0	1.0	0.0	0.0	0.0	
3402	28.0	1.0	1.0	0.0	0.0	0.0	
3403	28.0	1.0	1.0	0.0	0.0	0.0	
3404	28.0	1.0	1.0	0.0	0.0	0.0	
3405	28.0	1.0	1.0	0.0	0.0	0.0	
3406	28.0	1.0	1.0	0.0	0.0	0.0	
3407	28.0	1.0	1.0	0.0	0.0	0.0	
3408	28.0	1.0	1.0	0.0	0.0	0.0	
3409	28.0	1.0	1.0	0.0	0.0	0.0	
3410	28.0	1.0	1.0	0.0	0.0	0.0	
3411	28.0	1.0	1.0	0.0	0.0	0.0	
3412	28.0	1.0	1.0	0.0	0.0	0.0	
3413	28.0	1.0	1.0	0.0	0.0	0.0	
3414	28.0	1.0	1.0	0.0	0.0	0.0	
3415	28.0	1.0	1.0	0.0	0.0	0.0	
3416	28.0	1.0	1.0	0.0	0.0	0.0	
3417	28.0	1.0	1.0	0.0	0.0	0.0	
3418	28.0	1.0	1.0	0.0	0.0	0.0	
3419	28.0	1.0	1.0	0.0	0.0	0.0	
3420	28.0	1.0	1.0	0.0	0.0	0.0	
3421	28.0	1.0	1.0	0.0	0.0	0.0	
3422	28.0	1.0	1.0	0.0	0.0	0.0	
3423	28.0	1.0	1.0	0.0	0.0	0.0	
3424	28.0	1.0	1.0	0.0	0.0	0.0	
3425	28.0	1.0	1.0	0.0	0.0	0.0	
3426	28.0	1.0	1.0	0.0	0.0	0.0	
3427	28.0	1.0	1.0	0.0	0.0	0.0	
3428	28.0	1.0	1.0	0.0	0.0	0.0	
3429	28.0	1.0	1.0	0.0	0.0	0.0	
3430	28.0	1.0	1.0	0.0	0.0	0.0	
3431	28.0	1.0	1.0	0.0	0.0	0.0	
3432	28.0	1.0	1.0	0.0	0.0	0.0	
3433	28.0	1.0	1.0	0.0	0.0	0.0	
3434	28.0	1.0	1.0	0.0	0.0	0.0	
3435	28.0	1.0	1.0	0.0	0.0	0.0	
3436	28.0	1.0	1.0	0.0	0.0	0.0	
3437	28.0	1.0	1.0	0.0	0.0	0.0	
3438	28.0	1.0	1.0	0.0	0.0	0.0	
3439	28.0	1.0	1.0	0.0	0.0	0.0	
3440	28.0	1.0	1.0	0.0	0.0	0.0	
3441	26.0	0.0	1.0	0.0	0.0	1.0	
3442	26.0	0.0	1.0	1.0	0.0	0.0	
3443	28.0	1.0	1.0	0.0	0.0	0.0	
3444	28.0	1.0	1.0	0.0	0.0	0.0	
3445	28.0	1.0	1.0	0.0	0.0	0.0	
3446	28.0	1.0	1.0	0.0	0.0	0.0	
3447	28.0	1.0	1.0	0.0	0.0	0.0	
3448	28.0	1.0	1.0	0.0	0.0	0.0	
3449	28.0	1.0	1.0	0.0	0.0	0.0	
3450	28.0	1.0	1.0	0.0	0.0	0.0	
3451	28.0	1.0	1.0	0.0	0.0	0.0	
3452	28.0	1.0	1.0	0.0	0.0	0.0	
3453	28.0	1.0	1.0	0.0	0.0	0.0	
3454	28.0	1.0	1.0	0.0	0.0	0.0	
3455	28.0	1.0	1.0	0.0	0.0	0.0	
3456	26.0	0.0	1.0	0.0	0.0	1.0	
3457	28.0	1.0	1.0	0.0	0.0	0.0	
3458	28.0	1.0	1.0	0.0	0.0	0.0	
3459	28.0	1.0	1.0	0.0	0.0	0.0	
3460	28.0	1.0	1.0	0.0	0.0	0.0	
3461	28.0	1.0	1.0	0.0	0.0	0.0	
3462	28.0	1.0	1.0	0.0	0.0	0.0	
3463	28.0	1.0	1.0	0.0	0.0	0.0	
3464	28.0	1.0	1.0	0.0	0.0	0.0	
3465	28.0	1.0	1.0	0.0	0.0	0.0	
3466	28.0	1.0	1.0	0.0	0.0	0.0	
3467	28.0	1.0	1.0	0.0	0.0	0.0	
3468	30.0	1.0	0.0	0.0	0.0	0.0	
3469	28.0	1.0	1.0	0.0	0.0	0.0	
3470	28.0	1.0	1.0	0.0	0.0	0.0	
3471	28.0	1.0	1.0	0.0	0.0	0.0	
3472	28.0	1.0	1.0	0.0	0.0	0.0	
3473	28.0	1.0	1.0	0.0	0.0	0.0	
3474	28.0	1.0	1.0	0.0	0.0	0.0	
3475	28.0	1.0	1.0	0.0	0.0	0.0	
3476	26.0	0.0	1.0	0.0	0.0	1.0	
3477	28.0	1.0	1.0	0.0	0.0	0.0	
3478	28.0	1.0	1.0	0.0	0.0	0.0	
3479	28.0	1.0	1.0	0.0	0.0	0.0	
3480	28.0	1.0	1.0	0.0	0.0	0.0	
3481	28.0	1.0	1.0	0.0	0.0	0.0	
