Sample	cat16-1.trees	cat16-1.sequence01_sequence16_sequence15	cat16-1.sequence13_sequence08	cat16-1.sequence11_sequence12_sequence13_sequence06	cat16-1.sequence11_sequence12_sequence06_sequence08	cat16-1.sequence04_sequence07_sequence09	cat16-1.sequence01_sequence05_sequence14_sequence11_sequence12_sequence13_sequence16_sequence02_sequence03_sequence10_sequence06_sequence08_sequence15	cat16-1.sequence01_sequence03_sequence15	cat16-1.sequence16_sequence03	cat16-1.sequence01_sequence05_sequence04_sequence14_sequence07_sequence11_sequence12_sequence13_sequence16_sequence09_sequence03_sequence10_sequence06_sequence08_sequence15	cat16-1.sequence04_sequence07_sequence02_sequence09	
2706	30.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2707	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2708	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2709	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2710	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2711	30.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2712	26.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	
2713	30.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2714	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2715	28.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	
2716	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2717	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2718	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2719	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2720	30.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2721	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2722	28.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	
2723	28.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	
2724	30.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2725	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2726	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2727	28.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	
2728	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2729	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2730	26.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	
2731	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2732	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2733	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2734	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2735	28.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	
2736	28.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	
2737	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2738	28.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	
2739	28.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	
2740	30.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2741	28.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	
2742	30.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2743	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2744	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2745	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2746	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2747	28.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	
2748	30.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2749	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2750	28.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	
2751	28.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	
2752	28.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	
2753	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2754	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2755	30.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2756	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2757	30.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2758	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2759	28.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	
2760	30.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2761	30.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2762	30.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2763	26.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	
2764	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2765	28.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	
2766	30.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2767	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2768	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2769	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2770	28.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	
2771	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2772	28.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	
2773	30.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2774	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2775	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2776	26.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	
2777	26.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	
2778	28.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	
2779	28.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	
2780	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2781	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2782	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2783	26.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	
2784	28.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	
2785	26.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	
2786	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2787	24.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	
2788	30.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2789	28.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	
2790	30.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2791	28.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	
2792	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2793	28.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	
2794	26.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	
2795	24.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	
2796	24.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	
2797	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2798	26.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	
2799	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2800	28.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	
2801	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2802	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2803	28.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	
2804	26.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	
2805	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2806	30.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2807	30.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2808	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2809	30.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2810	28.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	
2811	28.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	
2812	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2813	30.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2814	30.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2815	30.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2816	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2817	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2818	26.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	
2819	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2820	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2821	30.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2822	28.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	
2823	30.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2824	26.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	
2825	26.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	
2826	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2827	28.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	
2828	28.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	
2829	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2830	28.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	
2831	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2832	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2833	30.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2834	28.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	
2835	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2836	30.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2837	30.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2838	28.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	
2839	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2840	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2841	26.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	
2842	26.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	
2843	30.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2844	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2845	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2846	26.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	
2847	28.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	
2848	28.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	
2849	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2850	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2851	30.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2852	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2853	30.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2854	28.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	
2855	28.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	
2856	28.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	
2857	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2858	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2859	28.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	
2860	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2861	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2862	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2863	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2864	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2865	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2866	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2867	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2868	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2869	26.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	
2870	30.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2871	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2872	30.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2873	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2874	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2875	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2876	26.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	
2877	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2878	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2879	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2880	30.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2881	30.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2882	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2883	28.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	
2884	28.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	
2885	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2886	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2887	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2888	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2889	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2890	30.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2891	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2892	26.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	
2893	28.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	
2894	28.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	
2895	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2896	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2897	28.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	
2898	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2899	30.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2900	28.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	
2901	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2902	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2903	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2904	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2905	28.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	
2906	30.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2907	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2908	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2909	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2910	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2911	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2912	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2913	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2914	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2915	28.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	
2916	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2917	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2918	30.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2919	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2920	28.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	
2921	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2922	28.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	
2923	28.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	
2924	30.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2925	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2926	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2927	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2928	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2929	26.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	
2930	30.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2931	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2932	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2933	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2934	28.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	
2935	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2936	30.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2937	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2938	30.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2939	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2940	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2941	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2942	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2943	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2944	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2945	26.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	
2946	26.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	
2947	30.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2948	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2949	30.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2950	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2951	30.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2952	26.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	
2953	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2954	30.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2955	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2956	26.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	
2957	26.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	
2958	28.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	
2959	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2960	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2961	26.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	
2962	26.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	
2963	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2964	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2965	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2966	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2967	28.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	
2968	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2969	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2970	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2971	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2972	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2973	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2974	26.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	
2975	26.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	
2976	28.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	
2977	28.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	
2978	30.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2979	26.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	
2980	26.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	
2981	26.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	
2982	26.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	
2983	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2984	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2985	26.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	
2986	28.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	
2987	30.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2988	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2989	30.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
