Sample	cat16-10.trees	cat16-10.sequence01_sequence04_sequence13_sequence16_sequence15	cat16-10.sequence12_sequence09_sequence06	cat16-10.sequence01_sequence05_sequence04_sequence14_sequence07_sequence11_sequence13_sequence16_sequence02_sequence03_sequence08_sequence15	cat16-10.sequence05_sequence14_sequence12_sequence02_sequence09_sequence03_sequence10_sequence06_sequence08	cat16-10.sequence01_sequence04_sequence07_sequence11_sequence12_sequence13_sequence16_sequence09_sequence10_sequence06_sequence15	
2421	28.0	1.0	1.0	0.0	1.0	0.0	
2422	28.0	1.0	1.0	0.0	1.0	0.0	
2423	28.0	1.0	1.0	0.0	1.0	0.0	
2424	28.0	1.0	1.0	0.0	1.0	0.0	
2425	28.0	1.0	1.0	1.0	0.0	0.0	
2426	30.0	1.0	1.0	0.0	0.0	1.0	
2427	30.0	1.0	1.0	0.0	0.0	1.0	
2428	28.0	1.0	1.0	0.0	1.0	0.0	
2429	30.0	1.0	1.0	0.0	0.0	1.0	
2430	28.0	1.0	1.0	1.0	0.0	0.0	
2431	28.0	1.0	1.0	0.0	1.0	0.0	
2432	30.0	1.0	1.0	0.0	0.0	1.0	
2433	28.0	1.0	1.0	0.0	1.0	0.0	
2434	30.0	1.0	1.0	0.0	0.0	1.0	
2435	30.0	1.0	1.0	0.0	0.0	1.0	
2436	28.0	1.0	1.0	1.0	0.0	0.0	
2437	30.0	1.0	1.0	0.0	0.0	1.0	
2438	28.0	1.0	1.0	1.0	0.0	0.0	
2439	30.0	1.0	1.0	0.0	0.0	1.0	
2440	30.0	1.0	1.0	0.0	0.0	1.0	
2441	30.0	1.0	1.0	0.0	0.0	1.0	
2442	28.0	1.0	1.0	1.0	0.0	0.0	
2443	28.0	1.0	1.0	0.0	1.0	0.0	
2444	30.0	1.0	1.0	0.0	0.0	1.0	
2445	30.0	1.0	1.0	0.0	0.0	1.0	
2446	28.0	1.0	1.0	0.0	1.0	0.0	
2447	30.0	1.0	1.0	0.0	0.0	1.0	
2448	28.0	1.0	1.0	1.0	0.0	0.0	
2449	30.0	1.0	1.0	0.0	0.0	1.0	
2450	28.0	1.0	1.0	0.0	1.0	0.0	
2451	30.0	1.0	1.0	0.0	0.0	1.0	
2452	30.0	1.0	1.0	0.0	0.0	1.0	
2453	30.0	1.0	1.0	0.0	0.0	1.0	
2454	30.0	1.0	1.0	0.0	0.0	1.0	
2455	30.0	1.0	1.0	0.0	0.0	1.0	
2456	28.0	1.0	1.0	0.0	1.0	0.0	
2457	28.0	1.0	1.0	0.0	1.0	0.0	
2458	30.0	1.0	1.0	0.0	0.0	1.0	
2459	30.0	1.0	1.0	0.0	0.0	1.0	
2460	28.0	1.0	1.0	1.0	0.0	0.0	
2461	28.0	1.0	1.0	1.0	0.0	0.0	
2462	28.0	1.0	1.0	0.0	1.0	0.0	
2463	30.0	1.0	1.0	0.0	0.0	1.0	
2464	30.0	1.0	1.0	0.0	0.0	1.0	
2465	28.0	1.0	1.0	0.0	1.0	0.0	
2466	28.0	1.0	1.0	1.0	0.0	0.0	
2467	30.0	1.0	1.0	0.0	0.0	1.0	
2468	30.0	1.0	1.0	0.0	0.0	1.0	
2469	28.0	1.0	1.0	0.0	1.0	0.0	
2470	30.0	1.0	1.0	0.0	0.0	1.0	
2471	28.0	1.0	1.0	0.0	1.0	0.0	
2472	30.0	1.0	1.0	0.0	0.0	1.0	
2473	28.0	1.0	1.0	0.0	1.0	0.0	
2474	28.0	1.0	1.0	0.0	1.0	0.0	
2475	28.0	1.0	1.0	0.0	1.0	0.0	
2476	28.0	1.0	1.0	1.0	0.0	0.0	
2477	30.0	1.0	1.0	0.0	0.0	1.0	
2478	28.0	1.0	1.0	1.0	0.0	0.0	
2479	28.0	1.0	1.0	0.0	1.0	0.0	
2480	30.0	1.0	1.0	0.0	0.0	1.0	
2481	30.0	1.0	1.0	0.0	0.0	1.0	
2482	30.0	1.0	1.0	0.0	0.0	1.0	
2483	28.0	1.0	1.0	1.0	0.0	0.0	
2484	28.0	1.0	1.0	1.0	0.0	0.0	
2485	28.0	1.0	1.0	0.0	1.0	0.0	
2486	28.0	1.0	1.0	0.0	1.0	0.0	
2487	28.0	1.0	1.0	0.0	1.0	0.0	
2488	28.0	1.0	1.0	0.0	1.0	0.0	
2489	30.0	1.0	1.0	0.0	0.0	1.0	
2490	30.0	1.0	1.0	0.0	0.0	1.0	
2491	28.0	1.0	1.0	0.0	1.0	0.0	
2492	30.0	1.0	1.0	0.0	0.0	1.0	
2493	28.0	1.0	1.0	0.0	1.0	0.0	
2494	30.0	1.0	1.0	0.0	0.0	1.0	
2495	28.0	1.0	1.0	0.0	1.0	0.0	
2496	30.0	1.0	1.0	0.0	0.0	1.0	
2497	28.0	1.0	1.0	1.0	0.0	0.0	
2498	30.0	1.0	1.0	0.0	0.0	1.0	
2499	30.0	1.0	1.0	0.0	0.0	1.0	
2500	30.0	1.0	1.0	0.0	0.0	1.0	
2501	28.0	1.0	1.0	0.0	1.0	0.0	
2502	30.0	1.0	1.0	0.0	0.0	1.0	
2503	28.0	1.0	1.0	0.0	1.0	0.0	
2504	30.0	1.0	1.0	0.0	0.0	1.0	
2505	30.0	1.0	1.0	0.0	0.0	1.0	
2506	28.0	1.0	1.0	0.0	1.0	0.0	
2507	28.0	1.0	1.0	0.0	1.0	0.0	
2508	30.0	1.0	1.0	0.0	0.0	1.0	
2509	30.0	1.0	1.0	0.0	0.0	1.0	
2510	30.0	1.0	1.0	0.0	0.0	1.0	
2511	30.0	1.0	1.0	0.0	0.0	1.0	
2512	28.0	1.0	1.0	0.0	1.0	0.0	
2513	30.0	1.0	1.0	0.0	0.0	1.0	
2514	30.0	1.0	1.0	0.0	0.0	1.0	
2515	28.0	1.0	1.0	0.0	1.0	0.0	
2516	30.0	1.0	1.0	0.0	0.0	1.0	
2517	30.0	1.0	1.0	0.0	0.0	1.0	
2518	30.0	1.0	1.0	0.0	0.0	1.0	
2519	30.0	1.0	1.0	0.0	0.0	1.0	
2520	30.0	1.0	1.0	0.0	0.0	1.0	
2521	28.0	1.0	1.0	0.0	1.0	0.0	
2522	28.0	1.0	1.0	1.0	0.0	0.0	
2523	30.0	1.0	1.0	0.0	0.0	1.0	
2524	30.0	1.0	1.0	0.0	0.0	1.0	
2525	28.0	1.0	1.0	0.0	1.0	0.0	
2526	30.0	1.0	1.0	0.0	0.0	1.0	
2527	30.0	1.0	1.0	0.0	0.0	1.0	
2528	30.0	1.0	1.0	0.0	0.0	1.0	
2529	30.0	1.0	1.0	0.0	0.0	1.0	
2530	28.0	1.0	1.0	1.0	0.0	0.0	
2531	30.0	1.0	1.0	0.0	0.0	1.0	
2532	28.0	1.0	1.0	1.0	0.0	0.0	
2533	28.0	1.0	1.0	1.0	0.0	0.0	
2534	30.0	1.0	1.0	0.0	0.0	1.0	
2535	30.0	1.0	1.0	0.0	0.0	1.0	
2536	30.0	1.0	1.0	0.0	0.0	1.0	
2537	30.0	1.0	1.0	0.0	0.0	1.0	
2538	30.0	1.0	1.0	0.0	0.0	1.0	
2539	30.0	1.0	1.0	0.0	0.0	1.0	
2540	28.0	1.0	1.0	0.0	1.0	0.0	
2541	30.0	1.0	1.0	0.0	0.0	1.0	
2542	28.0	1.0	1.0	0.0	1.0	0.0	
2543	30.0	1.0	1.0	0.0	0.0	1.0	
2544	28.0	1.0	1.0	1.0	0.0	0.0	
2545	28.0	1.0	1.0	0.0	1.0	0.0	
2546	30.0	1.0	1.0	0.0	0.0	1.0	
2547	28.0	1.0	1.0	0.0	1.0	0.0	
2548	30.0	1.0	1.0	0.0	0.0	1.0	
2549	28.0	1.0	1.0	1.0	0.0	0.0	
2550	28.0	1.0	1.0	1.0	0.0	0.0	
2551	28.0	1.0	1.0	0.0	1.0	0.0	
2552	28.0	1.0	1.0	0.0	1.0	0.0	
2553	30.0	1.0	1.0	0.0	0.0	1.0	
2554	28.0	1.0	1.0	0.0	1.0	0.0	
2555	28.0	1.0	1.0	0.0	1.0	0.0	
2556	28.0	1.0	1.0	0.0	1.0	0.0	
2557	30.0	1.0	1.0	0.0	0.0	1.0	
2558	28.0	1.0	1.0	0.0	1.0	0.0	
2559	28.0	1.0	1.0	0.0	1.0	0.0	
2560	30.0	1.0	1.0	0.0	0.0	1.0	
2561	28.0	1.0	1.0	1.0	0.0	0.0	
2562	28.0	1.0	1.0	1.0	0.0	0.0	
2563	28.0	1.0	1.0	1.0	0.0	0.0	
2564	28.0	1.0	1.0	1.0	0.0	0.0	
2565	30.0	1.0	1.0	0.0	0.0	1.0	
2566	28.0	1.0	1.0	1.0	0.0	0.0	
2567	28.0	1.0	1.0	0.0	1.0	0.0	
2568	28.0	1.0	1.0	0.0	1.0	0.0	
2569	30.0	1.0	1.0	0.0	0.0	1.0	
2570	30.0	1.0	1.0	0.0	0.0	1.0	
2571	28.0	1.0	1.0	0.0	1.0	0.0	
2572	30.0	1.0	1.0	0.0	0.0	1.0	
2573	30.0	1.0	1.0	0.0	0.0	1.0	
2574	30.0	1.0	1.0	0.0	0.0	1.0	
2575	28.0	1.0	1.0	1.0	0.0	0.0	
2576	28.0	1.0	1.0	0.0	1.0	0.0	
2577	28.0	1.0	1.0	1.0	0.0	0.0	
2578	30.0	1.0	1.0	0.0	0.0	1.0	
2579	30.0	1.0	1.0	0.0	0.0	1.0	
2580	28.0	1.0	1.0	1.0	0.0	0.0	
2581	28.0	1.0	1.0	0.0	1.0	0.0	
2582	30.0	1.0	1.0	0.0	0.0	1.0	
2583	30.0	1.0	1.0	0.0	0.0	1.0	
2584	30.0	1.0	1.0	0.0	0.0	1.0	
2585	28.0	1.0	1.0	1.0	0.0	0.0	
2586	28.0	1.0	1.0	0.0	1.0	0.0	
2587	30.0	1.0	1.0	0.0	0.0	1.0	
2588	30.0	1.0	1.0	0.0	0.0	1.0	
2589	28.0	1.0	1.0	0.0	1.0	0.0	
2590	30.0	1.0	1.0	0.0	0.0	1.0	
2591	28.0	1.0	1.0	0.0	1.0	0.0	
2592	28.0	1.0	1.0	0.0	1.0	0.0	
2593	30.0	1.0	1.0	0.0	0.0	1.0	
2594	30.0	1.0	1.0	0.0	0.0	1.0	
2595	30.0	1.0	1.0	0.0	0.0	1.0	
2596	28.0	1.0	1.0	0.0	1.0	0.0	
2597	30.0	1.0	1.0	0.0	0.0	1.0	
2598	28.0	1.0	1.0	0.0	1.0	0.0	
2599	30.0	1.0	1.0	0.0	0.0	1.0	
2600	30.0	1.0	1.0	0.0	0.0	1.0	
2601	28.0	1.0	1.0	1.0	0.0	0.0	
2602	28.0	1.0	1.0	1.0	0.0	0.0	
2603	30.0	1.0	1.0	0.0	0.0	1.0	
2604	30.0	1.0	1.0	0.0	0.0	1.0	
2605	30.0	1.0	1.0	0.0	0.0	1.0	
2606	30.0	1.0	1.0	0.0	0.0	1.0	
2607	30.0	1.0	1.0	0.0	0.0	1.0	
2608	28.0	1.0	1.0	1.0	0.0	0.0	
2609	28.0	1.0	1.0	0.0	1.0	0.0	
2610	28.0	1.0	1.0	1.0	0.0	0.0	
2611	30.0	1.0	1.0	0.0	0.0	1.0	
2612	28.0	1.0	1.0	0.0	1.0	0.0	
2613	28.0	1.0	1.0	0.0	1.0	0.0	
2614	30.0	1.0	1.0	0.0	0.0	1.0	
2615	30.0	1.0	1.0	0.0	0.0	1.0	
2616	28.0	1.0	1.0	0.0	1.0	0.0	
2617	28.0	1.0	1.0	0.0	1.0	0.0	
2618	30.0	1.0	1.0	0.0	0.0	1.0	
2619	30.0	1.0	1.0	0.0	0.0	1.0	
2620	30.0	1.0	1.0	0.0	0.0	1.0	
2621	30.0	1.0	1.0	0.0	0.0	1.0	
2622	30.0	1.0	1.0	0.0	0.0	1.0	
2623	28.0	1.0	1.0	0.0	1.0	0.0	
2624	28.0	1.0	1.0	0.0	1.0	0.0	
2625	28.0	1.0	1.0	0.0	1.0	0.0	
2626	28.0	1.0	1.0	1.0	0.0	0.0	
2627	28.0	1.0	1.0	0.0	1.0	0.0	
2628	30.0	1.0	1.0	0.0	0.0	1.0	
2629	30.0	1.0	1.0	0.0	0.0	1.0	
2630	30.0	1.0	1.0	0.0	0.0	1.0	
2631	28.0	1.0	1.0	0.0	1.0	0.0	
2632	28.0	1.0	1.0	1.0	0.0	0.0	
2633	30.0	1.0	1.0	0.0	0.0	1.0	
2634	28.0	1.0	1.0	0.0	1.0	0.0	
2635	30.0	1.0	1.0	0.0	0.0	1.0	
2636	28.0	1.0	1.0	1.0	0.0	0.0	
2637	30.0	1.0	1.0	0.0	0.0	1.0	
2638	30.0	1.0	1.0	0.0	0.0	1.0	
2639	30.0	1.0	1.0	0.0	0.0	1.0	
2640	28.0	1.0	1.0	0.0	1.0	0.0	
2641	28.0	1.0	1.0	0.0	1.0	0.0	
2642	30.0	1.0	1.0	0.0	0.0	1.0	
2643	28.0	1.0	1.0	0.0	1.0	0.0	
2644	28.0	1.0	1.0	1.0	0.0	0.0	
2645	28.0	1.0	1.0	0.0	1.0	0.0	
2646	28.0	1.0	1.0	0.0	1.0	0.0	
2647	28.0	1.0	1.0	1.0	0.0	0.0	
2648	28.0	1.0	1.0	0.0	1.0	0.0	
2649	30.0	1.0	1.0	0.0	0.0	1.0	
2650	30.0	1.0	1.0	0.0	0.0	1.0	
2651	30.0	1.0	1.0	0.0	0.0	1.0	
2652	30.0	1.0	1.0	0.0	0.0	1.0	
2653	28.0	1.0	1.0	1.0	0.0	0.0	
2654	30.0	1.0	1.0	0.0	0.0	1.0	
2655	30.0	1.0	1.0	0.0	0.0	1.0	
2656	28.0	1.0	1.0	0.0	1.0	0.0	
2657	30.0	1.0	1.0	0.0	0.0	1.0	
2658	28.0	1.0	1.0	0.0	1.0	0.0	
2659	28.0	1.0	1.0	0.0	1.0	0.0	
2660	28.0	1.0	1.0	0.0	1.0	0.0	
2661	30.0	1.0	1.0	0.0	0.0	1.0	
2662	30.0	1.0	1.0	0.0	0.0	1.0	
2663	30.0	1.0	1.0	0.0	0.0	1.0	
2664	30.0	1.0	1.0	0.0	0.0	1.0	
2665	28.0	1.0	1.0	1.0	0.0	0.0	
2666	28.0	1.0	1.0	0.0	1.0	0.0	
2667	30.0	1.0	1.0	0.0	0.0	1.0	
2668	28.0	1.0	1.0	0.0	1.0	0.0	
2669	30.0	1.0	1.0	0.0	0.0	1.0	
2670	30.0	1.0	1.0	0.0	0.0	1.0	
2671	30.0	1.0	1.0	0.0	0.0	1.0	
2672	30.0	1.0	1.0	0.0	0.0	1.0	
2673	30.0	1.0	1.0	0.0	0.0	1.0	
2674	28.0	1.0	1.0	0.0	1.0	0.0	
2675	28.0	1.0	1.0	1.0	0.0	0.0	
2676	30.0	1.0	1.0	0.0	0.0	1.0	
2677	30.0	1.0	1.0	0.0	0.0	1.0	
2678	28.0	1.0	1.0	0.0	1.0	0.0	
2679	30.0	1.0	1.0	0.0	0.0	1.0	
2680	28.0	1.0	1.0	1.0	0.0	0.0	
2681	28.0	1.0	1.0	0.0	1.0	0.0	
2682	28.0	1.0	1.0	1.0	0.0	0.0	
2683	28.0	1.0	1.0	0.0	1.0	0.0	
2684	30.0	1.0	1.0	0.0	0.0	1.0	
2685	28.0	1.0	1.0	0.0	1.0	0.0	
2686	30.0	1.0	1.0	0.0	0.0	1.0	
2687	30.0	1.0	1.0	0.0	0.0	1.0	
2688	30.0	1.0	1.0	0.0	0.0	1.0	
2689	30.0	1.0	1.0	0.0	0.0	1.0	
2690	30.0	1.0	1.0	0.0	0.0	1.0	
2691	28.0	1.0	1.0	0.0	1.0	0.0	
2692	30.0	1.0	1.0	0.0	0.0	1.0	
2693	28.0	1.0	1.0	1.0	0.0	0.0	
2694	28.0	1.0	1.0	1.0	0.0	0.0	
2695	30.0	1.0	1.0	0.0	0.0	1.0	
2696	28.0	1.0	1.0	1.0	0.0	0.0	
2697	28.0	1.0	1.0	0.0	1.0	0.0	
2698	28.0	1.0	1.0	1.0	0.0	0.0	
2699	28.0	1.0	1.0	0.0	1.0	0.0	
2700	30.0	1.0	1.0	0.0	0.0	1.0	
2701	30.0	1.0	1.0	0.0	0.0	1.0	
2702	30.0	1.0	1.0	0.0	0.0	1.0	
2703	28.0	1.0	1.0	1.0	0.0	0.0	
2704	30.0	1.0	1.0	0.0	0.0	1.0	
2705	28.0	1.0	1.0	0.0	1.0	0.0	
2706	30.0	1.0	1.0	0.0	0.0	1.0	
2707	28.0	1.0	1.0	1.0	0.0	0.0	
2708	28.0	1.0	1.0	0.0	1.0	0.0	
2709	30.0	1.0	1.0	0.0	0.0	1.0	
2710	30.0	1.0	1.0	0.0	0.0	1.0	
2711	28.0	1.0	1.0	0.0	1.0	0.0	
2712	30.0	1.0	1.0	0.0	0.0	1.0	
2713	30.0	1.0	1.0	0.0	0.0	1.0	
2714	30.0	1.0	1.0	0.0	0.0	1.0	
2715	28.0	1.0	1.0	1.0	0.0	0.0	
2716	28.0	1.0	1.0	1.0	0.0	0.0	
2717	30.0	1.0	1.0	0.0	0.0	1.0	
2718	28.0	1.0	1.0	0.0	1.0	0.0	
2719	30.0	1.0	1.0	0.0	0.0	1.0	
2720	30.0	1.0	1.0	0.0	0.0	1.0	
2721	30.0	1.0	1.0	0.0	0.0	1.0	
2722	30.0	1.0	1.0	0.0	0.0	1.0	
2723	30.0	1.0	1.0	0.0	0.0	1.0	
2724	28.0	1.0	1.0	1.0	0.0	0.0	
2725	28.0	1.0	1.0	1.0	0.0	0.0	
2726	28.0	1.0	1.0	0.0	1.0	0.0	
2727	28.0	1.0	1.0	0.0	1.0	0.0	
2728	30.0	1.0	1.0	0.0	0.0	1.0	
2729	28.0	1.0	1.0	0.0	1.0	0.0	
2730	28.0	1.0	1.0	1.0	0.0	0.0	
2731	30.0	1.0	1.0	0.0	0.0	1.0	
2732	28.0	1.0	1.0	1.0	0.0	0.0	
2733	30.0	1.0	1.0	0.0	0.0	1.0	
2734	28.0	1.0	1.0	1.0	0.0	0.0	
2735	30.0	1.0	1.0	0.0	0.0	1.0	
2736	30.0	1.0	1.0	0.0	0.0	1.0	
2737	28.0	1.0	1.0	0.0	1.0	0.0	
2738	30.0	1.0	1.0	0.0	0.0	1.0	
2739	30.0	1.0	1.0	0.0	0.0	1.0	
2740	28.0	1.0	1.0	0.0	1.0	0.0	
2741	30.0	1.0	1.0	0.0	0.0	1.0	
2742	30.0	1.0	1.0	0.0	0.0	1.0	
2743	30.0	1.0	1.0	0.0	0.0	1.0	
2744	30.0	1.0	1.0	0.0	0.0	1.0	
2745	30.0	1.0	1.0	0.0	0.0	1.0	
2746	28.0	1.0	1.0	0.0	1.0	0.0	
2747	30.0	1.0	1.0	0.0	0.0	1.0	
2748	28.0	1.0	1.0	0.0	1.0	0.0	
2749	28.0	1.0	1.0	0.0	1.0	0.0	
2750	28.0	1.0	1.0	1.0	0.0	0.0	
2751	30.0	1.0	1.0	0.0	0.0	1.0	
2752	30.0	1.0	1.0	0.0	0.0	1.0	
2753	30.0	1.0	1.0	0.0	0.0	1.0	
2754	30.0	1.0	1.0	0.0	0.0	1.0	
2755	30.0	1.0	1.0	0.0	0.0	1.0	
2756	30.0	1.0	1.0	0.0	0.0	1.0	
2757	28.0	1.0	1.0	1.0	0.0	0.0	
2758	30.0	1.0	1.0	0.0	0.0	1.0	
2759	28.0	1.0	1.0	0.0	1.0	0.0	
2760	30.0	1.0	1.0	0.0	0.0	1.0	
2761	28.0	1.0	1.0	0.0	1.0	0.0	
2762	28.0	1.0	1.0	1.0	0.0	0.0	
2763	30.0	1.0	1.0	0.0	0.0	1.0	
2764	28.0	1.0	1.0	0.0	1.0	0.0	
2765	28.0	1.0	1.0	0.0	1.0	0.0	
2766	30.0	1.0	1.0	0.0	0.0	1.0	
2767	30.0	1.0	1.0	0.0	0.0	1.0	
2768	28.0	1.0	1.0	0.0	1.0	0.0	
2769	30.0	1.0	1.0	0.0	0.0	1.0	
2770	30.0	1.0	1.0	0.0	0.0	1.0	
2771	30.0	1.0	1.0	0.0	0.0	1.0	
2772	28.0	1.0	1.0	0.0	1.0	0.0	
2773	28.0	1.0	1.0	0.0	1.0	0.0	
2774	28.0	1.0	1.0	0.0	1.0	0.0	
2775	30.0	1.0	1.0	0.0	0.0	1.0	
2776	30.0	1.0	1.0	0.0	0.0	1.0	
2777	30.0	1.0	1.0	0.0	0.0	1.0	
2778	30.0	1.0	1.0	0.0	0.0	1.0	
2779	28.0	1.0	1.0	1.0	0.0	0.0	
2780	30.0	1.0	1.0	0.0	0.0	1.0	
2781	30.0	1.0	1.0	0.0	0.0	1.0	
2782	30.0	1.0	1.0	0.0	0.0	1.0	
2783	30.0	1.0	1.0	0.0	0.0	1.0	
2784	30.0	1.0	1.0	0.0	0.0	1.0	
2785	28.0	1.0	1.0	1.0	0.0	0.0	
2786	28.0	1.0	1.0	1.0	0.0	0.0	
2787	30.0	1.0	1.0	0.0	0.0	1.0	
2788	30.0	1.0	1.0	0.0	0.0	1.0	
2789	30.0	1.0	1.0	0.0	0.0	1.0	
2790	30.0	1.0	1.0	0.0	0.0	1.0	
2791	30.0	1.0	1.0	0.0	0.0	1.0	
2792	28.0	1.0	1.0	1.0	0.0	0.0	
2793	30.0	1.0	1.0	0.0	0.0	1.0	
2794	30.0	1.0	1.0	0.0	0.0	1.0	
2795	28.0	1.0	1.0	0.0	1.0	0.0	
2796	30.0	1.0	1.0	0.0	0.0	1.0	
2797	30.0	1.0	1.0	0.0	0.0	1.0	
2798	30.0	1.0	1.0	0.0	0.0	1.0	
2799	28.0	1.0	1.0	0.0	1.0	0.0	
2800	28.0	1.0	1.0	0.0	1.0	0.0	
2801	28.0	1.0	1.0	0.0	1.0	0.0	
2802	28.0	1.0	1.0	0.0	1.0	0.0	
2803	30.0	1.0	1.0	0.0	0.0	1.0	
2804	30.0	1.0	1.0	0.0	0.0	1.0	
2805	30.0	1.0	1.0	0.0	0.0	1.0	
2806	28.0	1.0	1.0	1.0	0.0	0.0	
2807	30.0	1.0	1.0	0.0	0.0	1.0	
2808	28.0	1.0	1.0	0.0	1.0	0.0	
2809	28.0	1.0	1.0	1.0	0.0	0.0	
2810	28.0	1.0	1.0	1.0	0.0	0.0	
2811	28.0	1.0	1.0	1.0	0.0	0.0	
2812	28.0	1.0	1.0	1.0	0.0	0.0	
2813	28.0	1.0	1.0	0.0	1.0	0.0	
2814	28.0	1.0	1.0	0.0	1.0	0.0	
2815	28.0	1.0	1.0	0.0	1.0	0.0	
2816	28.0	1.0	1.0	1.0	0.0	0.0	
2817	28.0	1.0	1.0	1.0	0.0	0.0	
2818	30.0	1.0	1.0	0.0	0.0	1.0	
2819	28.0	1.0	1.0	0.0	1.0	0.0	
2820	28.0	1.0	1.0	0.0	1.0	0.0	
2821	30.0	1.0	1.0	0.0	0.0	1.0	
2822	30.0	1.0	1.0	0.0	0.0	1.0	
2823	28.0	1.0	1.0	1.0	0.0	0.0	
2824	28.0	1.0	1.0	1.0	0.0	0.0	
2825	30.0	1.0	1.0	0.0	0.0	1.0	
2826	28.0	1.0	1.0	0.0	1.0	0.0	
2827	30.0	1.0	1.0	0.0	0.0	1.0	
2828	30.0	1.0	1.0	0.0	0.0	1.0	
2829	30.0	1.0	1.0	0.0	0.0	1.0	
2830	30.0	1.0	1.0	0.0	0.0	1.0	
2831	30.0	1.0	1.0	0.0	0.0	1.0	
2832	28.0	1.0	1.0	0.0	1.0	0.0	
2833	30.0	1.0	1.0	0.0	0.0	1.0	
2834	30.0	1.0	1.0	0.0	0.0	1.0	
2835	30.0	1.0	1.0	0.0	0.0	1.0	
2836	28.0	1.0	1.0	0.0	1.0	0.0	
2837	28.0	1.0	1.0	1.0	0.0	0.0	
2838	30.0	1.0	1.0	0.0	0.0	1.0	
2839	28.0	1.0	1.0	1.0	0.0	0.0	
2840	30.0	1.0	1.0	0.0	0.0	1.0	
2841	30.0	1.0	1.0	0.0	0.0	1.0	
2842	28.0	1.0	1.0	1.0	0.0	0.0	
2843	28.0	1.0	1.0	1.0	0.0	0.0	
2844	30.0	1.0	1.0	0.0	0.0	1.0	
2845	28.0	1.0	1.0	1.0	0.0	0.0	
2846	30.0	1.0	1.0	0.0	0.0	1.0	
2847	30.0	1.0	1.0	0.0	0.0	1.0	
2848	30.0	1.0	1.0	0.0	0.0	1.0	
2849	30.0	1.0	1.0	0.0	0.0	1.0	
2850	28.0	1.0	1.0	0.0	1.0	0.0	
2851	28.0	1.0	1.0	0.0	1.0	0.0	
2852	28.0	1.0	1.0	0.0	1.0	0.0	
2853	28.0	1.0	1.0	0.0	1.0	0.0	
2854	30.0	1.0	1.0	0.0	0.0	1.0	
2855	30.0	1.0	1.0	0.0	0.0	1.0	
2856	30.0	1.0	1.0	0.0	0.0	1.0	
2857	30.0	1.0	1.0	0.0	0.0	1.0	
2858	30.0	1.0	1.0	0.0	0.0	1.0	
2859	28.0	1.0	1.0	0.0	1.0	0.0	
2860	30.0	1.0	1.0	0.0	0.0	1.0	
2861	30.0	1.0	1.0	0.0	0.0	1.0	
2862	30.0	1.0	1.0	0.0	0.0	1.0	
2863	30.0	1.0	1.0	0.0	0.0	1.0	
2864	30.0	1.0	1.0	0.0	0.0	1.0	
2865	30.0	1.0	1.0	0.0	0.0	1.0	
2866	30.0	1.0	1.0	0.0	0.0	1.0	
2867	30.0	1.0	1.0	0.0	0.0	1.0	
2868	30.0	1.0	1.0	0.0	0.0	1.0	
2869	28.0	1.0	1.0	1.0	0.0	0.0	
2870	28.0	1.0	1.0	0.0	1.0	0.0	
2871	28.0	1.0	1.0	1.0	0.0	0.0	
2872	30.0	1.0	1.0	0.0	0.0	1.0	
2873	30.0	1.0	1.0	0.0	0.0	1.0	
2874	28.0	1.0	1.0	0.0	1.0	0.0	
2875	28.0	1.0	1.0	0.0	1.0	0.0	
2876	28.0	1.0	1.0	0.0	1.0	0.0	
2877	28.0	1.0	1.0	0.0	1.0	0.0	
2878	30.0	1.0	1.0	0.0	0.0	1.0	
2879	30.0	1.0	1.0	0.0	0.0	1.0	
2880	28.0	1.0	1.0	0.0	1.0	0.0	
2881	28.0	1.0	1.0	1.0	0.0	0.0	
2882	30.0	1.0	1.0	0.0	0.0	1.0	
2883	30.0	1.0	1.0	0.0	0.0	1.0	
2884	28.0	1.0	1.0	1.0	0.0	0.0	
2885	30.0	1.0	1.0	0.0	0.0	1.0	
2886	28.0	1.0	1.0	1.0	0.0	0.0	
2887	30.0	1.0	1.0	0.0	0.0	1.0	
2888	30.0	1.0	1.0	0.0	0.0	1.0	
2889	28.0	1.0	1.0	0.0	1.0	0.0	
2890	28.0	1.0	1.0	1.0	0.0	0.0	
2891	30.0	1.0	1.0	0.0	0.0	1.0	
2892	28.0	1.0	1.0	0.0	1.0	0.0	
2893	28.0	1.0	1.0	1.0	0.0	0.0	
2894	28.0	1.0	1.0	1.0	0.0	0.0	
2895	30.0	1.0	1.0	0.0	0.0	1.0	
2896	30.0	1.0	1.0	0.0	0.0	1.0	
2897	30.0	1.0	1.0	0.0	0.0	1.0	
2898	28.0	1.0	1.0	0.0	1.0	0.0	
2899	28.0	1.0	1.0	0.0	1.0	0.0	
2900	30.0	1.0	1.0	0.0	0.0	1.0	
2901	30.0	1.0	1.0	0.0	0.0	1.0	
2902	28.0	1.0	1.0	1.0	0.0	0.0	
2903	30.0	1.0	1.0	0.0	0.0	1.0	
2904	30.0	1.0	1.0	0.0	0.0	1.0	
2905	28.0	1.0	1.0	0.0	1.0	0.0	
2906	30.0	1.0	1.0	0.0	0.0	1.0	
2907	30.0	1.0	1.0	0.0	0.0	1.0	
2908	30.0	1.0	1.0	0.0	0.0	1.0	
2909	30.0	1.0	1.0	0.0	0.0	1.0	
2910	30.0	1.0	1.0	0.0	0.0	1.0	
2911	30.0	1.0	1.0	0.0	0.0	1.0	
