Sample	cat16-41.trees	cat16-41.sequence09_sequence10	cat16-41.sequence16_sequence09	cat16-41.sequence16_sequence10	
3516	28.0	0.0	0.0	1.0	
3517	28.0	1.0	0.0	0.0	
3518	28.0	0.0	0.0	1.0	
3519	28.0	1.0	0.0	0.0	
3520	28.0	0.0	0.0	1.0	
3521	28.0	0.0	0.0	1.0	
3522	28.0	0.0	0.0	1.0	
3523	28.0	1.0	0.0	0.0	
3524	28.0	0.0	0.0	1.0	
3525	28.0	0.0	0.0	1.0	
3526	28.0	0.0	0.0	1.0	
3527	28.0	0.0	0.0	1.0	
3528	28.0	0.0	0.0	1.0	
3529	28.0	0.0	0.0	1.0	
3530	28.0	1.0	0.0	0.0	
3531	30.0	0.0	1.0	0.0	
3532	28.0	1.0	0.0	0.0	
3533	30.0	0.0	1.0	0.0	
3534	28.0	0.0	0.0	1.0	
3535	30.0	0.0	1.0	0.0	
3536	28.0	1.0	0.0	0.0	
3537	28.0	1.0	0.0	0.0	
3538	28.0	0.0	0.0	1.0	
3539	28.0	1.0	0.0	0.0	
3540	28.0	0.0	0.0	1.0	
3541	30.0	0.0	1.0	0.0	
3542	28.0	1.0	0.0	0.0	
3543	30.0	0.0	1.0	0.0	
3544	28.0	1.0	0.0	0.0	
3545	28.0	1.0	0.0	0.0	
3546	28.0	1.0	0.0	0.0	
3547	28.0	0.0	0.0	1.0	
3548	28.0	0.0	0.0	1.0	
3549	28.0	1.0	0.0	0.0	
3550	30.0	0.0	1.0	0.0	
3551	28.0	1.0	0.0	0.0	
3552	28.0	0.0	0.0	1.0	
3553	30.0	0.0	1.0	0.0	
3554	28.0	0.0	0.0	1.0	
3555	28.0	0.0	0.0	1.0	
3556	28.0	1.0	0.0	0.0	
3557	30.0	0.0	1.0	0.0	
3558	28.0	0.0	0.0	1.0	
3559	28.0	0.0	0.0	1.0	
3560	28.0	0.0	0.0	1.0	
3561	28.0	0.0	0.0	1.0	
3562	28.0	0.0	0.0	1.0	
3563	28.0	1.0	0.0	0.0	
3564	30.0	0.0	1.0	0.0	
3565	28.0	0.0	0.0	1.0	
3566	28.0	0.0	0.0	1.0	
3567	28.0	1.0	0.0	0.0	
3568	28.0	0.0	0.0	1.0	
3569	28.0	0.0	0.0	1.0	
3570	28.0	1.0	0.0	0.0	
3571	28.0	0.0	0.0	1.0	
3572	28.0	1.0	0.0	0.0	
3573	28.0	0.0	0.0	1.0	
3574	28.0	0.0	0.0	1.0	
3575	28.0	0.0	0.0	1.0	
3576	28.0	1.0	0.0	0.0	
3577	28.0	0.0	0.0	1.0	
3578	28.0	0.0	0.0	1.0	
3579	30.0	0.0	1.0	0.0	
3580	28.0	0.0	0.0	1.0	
3581	28.0	1.0	0.0	0.0	
3582	28.0	0.0	0.0	1.0	
3583	28.0	0.0	0.0	1.0	
3584	30.0	0.0	1.0	0.0	
3585	30.0	0.0	1.0	0.0	
3586	30.0	0.0	1.0	0.0	
3587	28.0	1.0	0.0	0.0	
3588	28.0	1.0	0.0	0.0	
3589	28.0	0.0	0.0	1.0	
3590	28.0	1.0	0.0	0.0	
3591	28.0	0.0	0.0	1.0	
3592	28.0	0.0	0.0	1.0	
3593	28.0	0.0	0.0	1.0	
3594	28.0	0.0	0.0	1.0	
3595	28.0	0.0	0.0	1.0	
3596	28.0	1.0	0.0	0.0	
3597	28.0	0.0	0.0	1.0	
3598	28.0	1.0	0.0	0.0	
3599	30.0	0.0	1.0	0.0	
