Sample	cat16-91.trees	cat16-91.sequence04_sequence14_sequence11_sequence12_sequence13_sequence16_sequence02_sequence03_sequence10_sequence06_sequence15	cat16-91.sequence01_sequence05_sequence07_sequence09_sequence03_sequence08	cat16-91.sequence14_sequence11	cat16-91.sequence14_sequence11_sequence13_sequence06	cat16-91.sequence01_sequence05_sequence04_sequence14_sequence07_sequence11_sequence12_sequence13_sequence16_sequence02_sequence09_sequence10_sequence06_sequence08_sequence15	cat16-91.sequence11_sequence06	cat16-91.sequence14_sequence06	
1530	26.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	
1531	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1532	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1533	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1534	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1535	28.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	
1536	28.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	
1537	28.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	
1538	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1539	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1540	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1541	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1542	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1543	26.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	
1544	26.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	
1545	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	
1546	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	
1547	28.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	
1548	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1549	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	
1550	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1551	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	
1552	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	
1553	28.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	
1554	28.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	
1555	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1556	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	
1557	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1558	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1559	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1560	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1561	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1562	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1563	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1564	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1565	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1566	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1567	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	
1568	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1569	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1570	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1571	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1572	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1573	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1574	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1575	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1576	28.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	
1577	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1578	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	
1579	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1580	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1581	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	
1582	26.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	
1583	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1584	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1585	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1586	28.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	
1587	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1588	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1589	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1590	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1591	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	
1592	28.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	
1593	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1594	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1595	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1596	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	
1597	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1598	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1599	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	
1600	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1601	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1602	28.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	
1603	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1604	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1605	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1606	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1607	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1608	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1609	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1610	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1611	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1612	28.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	
1613	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1614	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	
1615	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1616	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1617	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1618	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1619	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1620	28.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	
1621	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1622	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1623	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1624	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1625	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1626	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1627	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1628	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1629	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1630	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1631	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1632	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1633	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1634	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1635	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1636	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1637	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1638	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1639	28.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	
1640	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1641	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1642	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1643	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1644	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1645	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1646	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1647	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1648	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1649	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	
1650	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1651	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1652	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1653	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1654	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1655	28.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	
1656	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1657	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1658	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1659	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1660	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1661	26.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	
1662	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1663	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1664	26.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	
1665	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1666	26.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	
1667	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1668	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1669	28.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	
1670	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1671	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1672	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1673	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1674	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1675	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1676	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	
1677	28.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	
1678	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1679	28.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	
1680	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1681	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1682	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1683	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1684	28.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	
1685	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	
1686	28.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	
1687	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1688	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	
1689	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1690	26.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	
1691	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1692	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1693	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1694	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1695	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1696	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	
1697	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1698	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1699	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1700	26.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	
1701	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	
1702	28.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	
1703	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1704	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	
1705	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1706	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1707	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1708	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1709	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1710	28.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	
1711	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1712	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1713	28.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	
1714	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1715	28.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	
1716	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1717	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1718	28.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	
1719	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1720	26.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	
1721	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1722	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1723	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1724	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	
1725	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	
1726	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1727	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	
1728	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1729	28.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	
1730	28.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	
1731	28.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	
1732	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1733	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1734	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1735	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1736	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1737	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1738	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	
1739	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1740	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1741	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1742	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1743	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1744	28.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	
1745	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1746	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1747	26.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	
1748	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1749	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1750	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1751	26.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	
1752	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1753	28.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	
1754	28.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	
1755	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1756	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1757	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1758	26.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	
1759	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	
1760	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1761	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1762	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1763	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1764	26.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	
1765	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1766	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1767	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1768	28.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	
1769	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1770	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1771	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	
1772	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	
1773	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1774	28.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	
1775	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1776	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1777	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1778	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1779	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1780	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1781	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1782	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	
1783	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1784	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1785	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1786	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	
1787	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1788	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	
1789	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1790	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1791	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1792	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1793	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1794	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1795	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1796	28.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	
1797	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1798	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1799	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1800	28.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	
1801	26.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	
1802	28.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	
1803	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1804	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1805	26.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	
1806	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1807	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	
1808	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1809	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1810	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1811	28.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	
1812	28.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	
1813	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1814	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1815	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1816	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1817	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1818	28.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	
1819	26.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	
1820	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1821	28.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	
1822	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1823	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1824	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1825	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1826	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1827	28.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	
1828	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1829	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1830	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1831	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1832	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1833	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	
1834	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1835	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	
1836	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1837	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1838	28.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	
1839	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	
1840	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	
1841	28.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	
1842	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1843	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1844	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1845	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1846	28.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	
1847	28.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	
1848	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1849	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1850	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1851	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1852	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1853	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1854	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1855	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1856	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1857	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1858	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1859	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1860	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1861	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1862	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1863	26.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	
1864	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1865	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1866	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1867	26.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	
1868	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1869	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1870	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1871	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1872	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1873	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1874	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1875	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1876	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1877	28.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	
1878	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1879	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1880	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1881	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1882	28.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	
1883	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1884	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1885	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1886	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1887	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1888	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1889	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1890	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1891	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1892	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1893	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1894	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1895	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1896	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1897	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	
1898	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	
1899	28.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	
1900	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1901	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1902	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1903	26.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	
1904	28.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	
1905	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	
1906	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1907	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1908	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1909	28.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	
1910	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
