Sample	cat16-90.trees	cat16-90.sequence04_sequence14_sequence11_sequence03_sequence10	cat16-90.sequence14_sequence09_sequence06	cat16-90.sequence04_sequence14_sequence11_sequence09_sequence03_sequence10_sequence06_sequence08_sequence15	cat16-90.sequence04_sequence11_sequence09_sequence03_sequence10_sequence06	cat16-90.sequence12_sequence16	cat16-90.sequence05_sequence04_sequence14_sequence07_sequence11_sequence13_sequence09_sequence03_sequence10_sequence06_sequence08_sequence15	cat16-90.sequence05_sequence04_sequence14_sequence07_sequence11_sequence13_sequence09_sequence03_sequence10_sequence06	cat16-90.sequence05_sequence07_sequence13_sequence08_sequence15	
1025	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1026	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1027	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1028	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1029	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1030	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1031	28.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	
1032	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1033	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1034	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1035	28.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	
1036	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1037	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1038	28.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	
1039	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1040	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1041	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1042	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1043	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1044	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1045	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	
1046	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1047	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1048	26.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1049	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	
1050	26.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
1051	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1052	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1053	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1054	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1055	28.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	
1056	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1057	28.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	
1058	28.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	
1059	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1060	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1061	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1062	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1063	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1064	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1065	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1066	28.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	
1067	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1068	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1069	28.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	
1070	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1071	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1072	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1073	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1074	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1075	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1076	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1077	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1078	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1079	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1080	26.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	
1081	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1082	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1083	28.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	
1084	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1085	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1086	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1087	28.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	
1088	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1089	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1090	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1091	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1092	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1093	28.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	
1094	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1095	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1096	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1097	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1098	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1099	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1100	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1101	26.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
1102	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1103	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1104	28.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	
1105	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1106	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1107	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1108	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1109	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1110	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1111	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1112	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1113	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1114	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1115	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1116	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1117	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1118	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1119	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1120	28.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	
1121	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1122	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1123	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1124	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1125	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1126	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1127	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1128	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1129	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1130	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1131	26.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	
1132	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1133	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1134	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1135	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1136	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1137	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1138	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1139	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1140	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1141	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1142	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1143	26.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	
1144	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1145	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1146	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1147	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1148	26.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	
1149	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1150	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1151	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1152	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1153	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1154	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1155	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1156	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1157	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1158	28.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	
1159	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1160	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1161	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1162	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1163	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1164	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1165	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1166	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1167	26.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	
1168	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1169	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1170	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1171	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1172	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1173	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1174	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1175	28.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	
1176	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1177	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1178	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1179	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1180	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1181	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1182	28.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	
1183	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1184	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1185	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1186	28.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	
1187	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1188	28.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	
1189	28.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	
1190	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1191	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1192	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1193	28.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	
1194	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1195	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1196	28.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	
1197	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1198	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1199	28.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	
1200	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1201	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1202	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1203	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1204	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1205	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1206	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1207	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1208	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1209	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1210	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1211	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1212	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1213	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1214	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1215	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1216	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1217	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1218	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1219	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	
1220	26.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	
1221	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1222	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1223	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1224	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1225	28.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	
1226	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1227	28.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	
1228	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1229	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1230	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1231	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1232	28.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	
1233	26.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	
1234	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1235	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1236	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1237	26.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	
1238	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1239	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1240	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1241	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1242	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1243	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1244	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1245	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1246	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1247	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1248	28.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	
1249	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1250	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1251	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1252	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1253	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1254	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1255	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1256	28.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	
1257	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1258	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1259	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1260	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1261	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1262	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1263	26.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	
1264	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1265	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1266	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1267	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1268	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1269	28.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	
1270	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1271	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1272	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1273	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1274	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1275	28.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	
1276	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1277	26.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	
1278	28.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	
1279	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1280	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1281	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1282	28.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	
1283	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1284	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1285	28.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	
1286	28.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	
1287	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1288	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1289	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1290	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1291	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1292	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1293	26.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	
1294	26.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	
1295	28.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	
1296	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	
1297	28.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	
1298	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1299	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1300	28.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	
1301	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1302	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1303	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1304	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1305	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1306	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1307	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1308	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1309	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1310	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1311	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1312	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1313	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1314	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1315	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1316	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1317	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1318	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1319	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1320	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1321	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1322	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1323	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1324	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1325	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1326	28.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	
1327	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1328	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1329	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1330	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1331	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1332	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1333	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1334	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1335	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1336	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1337	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1338	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1339	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1340	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1341	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1342	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1343	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1344	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1345	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1346	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1347	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1348	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1349	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1350	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1351	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1352	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1353	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1354	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1355	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1356	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1357	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1358	26.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	
1359	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1360	26.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
1361	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1362	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1363	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1364	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1365	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
